ticker,date,timestamp,open,high,low,close,volume,market
TSLA,2025-06-28,2025-06-28T00:00:00,9.71,11.04,9.31,9.67,11407,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:05,10.68,10.93,10.31,10.63,40955,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:10,10.4,11.28,10.3,10.82,29894,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:15,9.97,11.31,9.03,11.23,9208,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:20,11.95,13.19,10.59,11.93,24125,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:25,11.59,11.75,10.71,10.91,9613,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:30,11.67,13.03,11.22,11.81,14327,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:35,12.15,12.39,10.76,11.02,40773,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:40,11.48,12.69,10.73,11.63,40365,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:45,10.81,12.01,9.79,10.62,21378,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:50,11.56,12.75,10.87,11.28,45595,NASDAQ
TSLA,2025-06-28,2025-06-28T00:00:55,10.54,11.32,9.74,10.73,43236,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:00,11.78,12.61,11.15,11.35,14486,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:05,11.34,11.49,11.15,11.19,33670,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:10,12.6,13.48,11.42,13.06,40783,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:15,11.8,12.6,10.47,11.72,18831,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:20,12.22,12.78,11.43,11.94,30565,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:25,12.01,12.46,11.79,11.89,45763,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:30,10.72,11.78,9.84,9.85,5099,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:35,10.77,11.4,10.46,11.3,21536,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:40,11.67,12.05,10.64,10.85,13580,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:45,10.23,10.76,9.48,10.41,7753,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:50,10.88,12.26,10.04,10.58,8481,NASDAQ
TSLA,2025-06-28,2025-06-28T00:01:55,10.11,10.94,9.79,10.38,7203,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:00,10.56,12.0,9.44,10.53,35375,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:05,9.73,10.8,8.39,10.31,36330,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:10,10.99,12.19,9.53,10.32,9447,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:15,10.99,11.17,10.02,10.58,26587,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:20,11.71,12.74,11.31,11.38,10226,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:25,11.47,12.55,10.81,12.21,21733,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:30,13.69,14.83,12.3,12.91,20034,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:35,12.25,13.45,11.57,12.25,26437,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:40,11.66,12.63,10.72,11.04,47007,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:45,11.22,11.91,10.82,11.7,12496,NASDAQ
TSLA,2025-06-28,2025-06-28T00:02:50,12.39,13.3,11.09,12.59,15205,NASDAQ
