ticker,date,timestamp,open,high,low,close,volume
GOOGL,2025-03-21,2025-03-21T08:00:00,163.08,163.08,162.79,162.85,3214
GOOGL,2025-03-21,2025-03-21T08:05:00,162.88,162.94,162.5,162.5,3888
GOOGL,2025-03-21,2025-03-21T08:10:00,162.57,162.67,162.57,162.67,2234
GOOGL,2025-03-21,2025-03-21T08:15:00,162.8,162.8,162.8,162.8,350
GOOGL,2025-03-21,2025-03-21T08:20:00,162.53,162.53,162.24,162.25,795
GOOGL,2025-03-21,2025-03-21T08:25:00,162.16,162.16,162.1,162.11,1063
GOOGL,2025-03-21,2025-03-21T08:30:00,162.14,162.15,162.14,162.15,455
GOOGL,2025-03-21,2025-03-21T08:35:00,162.13,162.13,162.08,162.08,1882
GOOGL,2025-03-21,2025-03-21T08:40:00,162.16,162.17,162.07,162.13,779
GOOGL,2025-03-21,2025-03-21T08:45:00,162.15,162.15,162.15,162.15,206
GOOGL,2025-03-21,2025-03-21T08:55:00,162.29,162.29,162.27,162.27,545
GOOGL,2025-03-21,2025-03-21T09:00:00,162.14,162.14,162,162.02,1913
GOOGL,2025-03-21,2025-03-21T09:05:00,162,162,161.9,161.9,1977
GOOGL,2025-03-21,2025-03-21T09:10:00,161.85,161.85,161.82,161.85,1116
GOOGL,2025-03-21,2025-03-21T09:15:00,161.82,161.82,161.68,161.68,644
GOOGL,2025-03-21,2025-03-21T09:20:00,161.62,161.71,161.6,161.71,2254
GOOGL,2025-03-21,2025-03-21T09:25:00,161.68,161.68,161.68,161.68,210
GOOGL,2025-03-21,2025-03-21T09:30:00,161.67,161.88,161.56,161.88,6897
GOOGL,2025-03-21,2025-03-21T09:35:00,161.82,161.82,161.82,161.82,342
GOOGL,2025-03-21,2025-03-21T09:40:00,161.84,161.88,161.84,161.88,761
GOOGL,2025-03-21,2025-03-21T09:45:00,161.85,161.85,161.85,161.85,336
GOOGL,2025-03-21,2025-03-21T09:50:00,161.86,161.86,161.75,161.75,1751
GOOGL,2025-03-21,2025-03-21T09:55:00,161.68,161.69,161.66,161.68,1483
GOOGL,2025-03-21,2025-03-21T10:00:00,161.67,161.86,161.67,161.86,620
GOOGL,2025-03-21,2025-03-21T10:20:00,162.13,162.13,162.13,162.13,188
GOOGL,2025-03-21,2025-03-21T10:25:00,162.18,162.18,162.18,162.18,305
GOOGL,2025-03-21,2025-03-21T10:30:00,162.02,162.02,161.97,161.98,3056
GOOGL,2025-03-21,2025-03-21T10:35:00,161.94,161.94,161.79,161.84,2595
GOOGL,2025-03-21,2025-03-21T10:40:00,161.91,161.91,161.91,161.91,105
GOOGL,2025-03-21,2025-03-21T10:45:00,162.05,162.05,162.04,162.04,595
GOOGL,2025-03-21,2025-03-21T10:50:00,162.03,162.03,162.03,162.03,186
GOOGL,2025-03-21,2025-03-21T10:55:00,162.03,162.05,162.01,162.05,1184
GOOGL,2025-03-21,2025-03-21T11:00:00,162.18,162.26,162.14,162.22,3444
GOOGL,2025-03-21,2025-03-21T11:05:00,162.28,162.35,162.18,162.18,1795
GOOGL,2025-03-21,2025-03-21T11:10:00,162.17,162.22,162.17,162.22,2276
GOOGL,2025-03-21,2025-03-21T11:15:00,162.29,162.32,162.29,162.32,501
GOOGL,2025-03-21,2025-03-21T11:20:00,162.28,162.28,162.22,162.22,5461
GOOGL,2025-03-21,2025-03-21T11:25:00,162.22,162.36,162.22,162.36,866
GOOGL,2025-03-21,2025-03-21T11:30:00,162.35,162.35,162.18,162.18,289
GOOGL,2025-03-21,2025-03-21T11:35:00,162.25,162.25,162.25,162.25,194
GOOGL,2025-03-21,2025-03-21T11:40:00,162.31,162.35,162.26,162.28,1658
GOOGL,2025-03-21,2025-03-21T11:45:00,162.28,162.39,162.28,162.3,1286
GOOGL,2025-03-21,2025-03-21T11:50:00,162.34,162.39,162.22,162.22,1446
GOOGL,2025-03-21,2025-03-21T11:55:00,162.2,162.2,162.14,162.14,2168
GOOGL,2025-03-21,2025-03-21T12:00:00,162.38,162.9,162.1393,162.23,19433
GOOGL,2025-03-21,2025-03-21T12:05:00,162.2073,162.4,162.2006,162.3,3570
GOOGL,2025-03-21,2025-03-21T12:10:00,162.37,162.4214,162.37,162.4214,1684
GOOGL,2025-03-21,2025-03-21T12:15:00,162.35,162.41,162.35,162.41,2283
GOOGL,2025-03-21,2025-03-21T12:20:00,162.39,162.4,162.17,162.2,3146
GOOGL,2025-03-21,2025-03-21T12:25:00,162.11,162.14,162.01,162.01,1564
