ticker,date,timestamp,open,high,low,close,volume,market
SOL,2025-02-16,2025-02-16T00:00:00,233.05,233.22,232.62,232.79,2452,Coinbase
SOL,2025-02-16,2025-02-16T00:00:05,233.21,233.71,232.71,233.67,23165,Coinbase
SOL,2025-02-16,2025-02-16T00:00:10,235.05,235.99,234.41,235.18,15228,Coinbase
SOL,2025-02-16,2025-02-16T00:00:15,235.52,236.02,234.11,235.75,15378,Coinbase
SOL,2025-02-16,2025-02-16T00:00:20,237.23,238.05,236.36,237.27,8085,Coinbase
SOL,2025-02-16,2025-02-16T00:00:25,237.61,238.14,237.33,237.54,7462,Coinbase
SOL,2025-02-16,2025-02-16T00:00:30,236.82,237.79,235.78,235.96,21925,Coinbase
SOL,2025-02-16,2025-02-16T00:00:35,234.97,235.25,233.6,235.19,49975,Coinbase
SOL,2025-02-16,2025-02-16T00:00:40,235.18,236.16,234.86,235.25,43181,Coinbase
SOL,2025-02-16,2025-02-16T00:00:45,235.21,235.54,234.68,235.09,3767,Coinbase
SOL,2025-02-16,2025-02-16T00:00:50,236.39,237.58,235.82,236.81,16287,Coinbase
SOL,2025-02-16,2025-02-16T00:00:55,238.2,239.16,236.76,238.63,36956,Coinbase
SOL,2025-02-16,2025-02-16T00:01:00,238.99,239.23,238.07,238.7,34056,Coinbase
SOL,2025-02-16,2025-02-16T00:01:05,238.44,238.54,237.88,237.94,11169,Coinbase
SOL,2025-02-16,2025-02-16T00:01:10,239.02,239.19,238.9,238.92,12562,Coinbase
SOL,2025-02-16,2025-02-16T00:01:15,238.03,238.69,237.09,238.39,9423,Coinbase
SOL,2025-02-16,2025-02-16T00:01:20,239.27,240.2,238.36,239.83,41916,Coinbase
SOL,2025-02-16,2025-02-16T00:01:25,239.76,241.17,238.45,238.8,25179,Coinbase
SOL,2025-02-16,2025-02-16T00:01:30,239.02,239.12,238.51,238.58,30795,Coinbase
SOL,2025-02-16,2025-02-16T00:01:35,238.62,239.27,238.43,238.59,31926,Coinbase
SOL,2025-02-16,2025-02-16T00:01:40,239.83,240.19,239.63,239.8,35631,Coinbase
SOL,2025-02-16,2025-02-16T00:01:45,241.15,241.86,239.96,241.1,8096,Coinbase
SOL,2025-02-16,2025-02-16T00:01:50,239.73,240.36,238.83,239.66,20921,Coinbase
SOL,2025-02-16,2025-02-16T00:01:55,239.88,240.76,238.82,240.42,37538,Coinbase
SOL,2025-02-16,2025-02-16T00:02:00,240.52,240.62,239.52,239.9,42528,Coinbase
SOL,2025-02-16,2025-02-16T00:02:05,240.75,241.71,239.7,239.9,40788,Coinbase
SOL,2025-02-16,2025-02-16T00:02:10,241.01,242.27,239.65,241.3,14900,Coinbase
SOL,2025-02-16,2025-02-16T00:02:15,240.76,241.75,239.53,240.65,45318,Coinbase
SOL,2025-02-16,2025-02-16T00:02:20,239.86,240.4,239.66,239.71,18793,Coinbase
SOL,2025-02-16,2025-02-16T00:02:25,239.11,239.3,238.39,238.8,16679,Coinbase
SOL,2025-02-16,2025-02-16T00:02:30,237.91,239.05,237.03,238.65,27363,Coinbase
SOL,2025-02-16,2025-02-16T00:02:35,237.39,238.4,237.19,237.85,37966,Coinbase
SOL,2025-02-16,2025-02-16T00:02:40,238.06,239.19,237.6,237.97,8523,Coinbase
SOL,2025-02-16,2025-02-16T00:02:45,237.83,239.28,236.38,237.86,30612,Coinbase
SOL,2025-02-16,2025-02-16T00:02:50,238.27,238.71,237.18,237.27,35577,Coinbase
SOL,2025-02-16,2025-02-16T00:02:55,236.89,238.22,236.17,236.87,34907,Coinbase
SOL,2025-02-16,2025-02-16T00:03:00,236.63,237.9,236.03,236.28,44607,Coinbase
SOL,2025-02-16,2025-02-16T00:03:05,235.1,236.09,234.8,235.93,1374,Coinbase
SOL,2025-02-16,2025-02-16T00:03:10,236.46,237.28,235.36,237.0,49560,Coinbase
SOL,2025-02-16,2025-02-16T00:03:15,238.37,238.84,238.12,238.66,5868,Coinbase
SOL,2025-02-16,2025-02-16T00:03:20,238.57,239.07,237.29,238.82,14963,Coinbase
SOL,2025-02-16,2025-02-16T00:03:25,238.34,239.45,237.67,238.43,37292,Coinbase
SOL,2025-02-16,2025-02-16T00:03:30,239.87,240.3,239.64,239.91,23767,Coinbase
SOL,2025-02-16,2025-02-16T00:03:35,240.58,241.58,239.73,241.44,26528,Coinbase
SOL,2025-02-16,2025-02-16T00:03:40,240.51,240.83,240.16,240.68,1721,Coinbase
