ticker,date,timestamp,open,high,low,close,volume
NFLX,2024-11-07,2024-11-07T12:00:00,779.07,779.6,779.07,779.6,883
NFLX,2024-11-07,2024-11-07T13:00:00,780.51,780.51,780.21,780.21,1165
NFLX,2024-11-07,2024-11-07T13:20:00,780.5,780.5,780.5,780.5,119
NFLX,2024-11-07,2024-11-07T13:30:00,780.15,780.15,780.15,780.15,179
NFLX,2024-11-07,2024-11-07T14:05:00,780.15,780.15,780.15,780.15,348
NFLX,2024-11-07,2024-11-07T14:30:00,781.37,785,780,781.5,99623
NFLX,2024-11-07,2024-11-07T14:35:00,780.0001,783.88,779.94,783,60381
NFLX,2024-11-07,2024-11-07T14:40:00,783.39,785,783.02,783.49,50748
NFLX,2024-11-07,2024-11-07T14:45:00,783.49,787.17,783.44,786.02,65082
NFLX,2024-11-07,2024-11-07T14:50:00,785.91,786.62,784.99,785.5299,46568
NFLX,2024-11-07,2024-11-07T14:55:00,785.155,786.9999,785.05,786.11,61142
NFLX,2024-11-07,2024-11-07T15:00:00,786.085,787.275,785.21,786.125,37678
NFLX,2024-11-07,2024-11-07T15:05:00,785.645,787.19,785.553,787.15,25813
NFLX,2024-11-07,2024-11-07T15:10:00,786.5791,787.935,785.5001,785.5001,48291
NFLX,2024-11-07,2024-11-07T15:15:00,785.631336,785.83,783.915,783.915,39717
NFLX,2024-11-07,2024-11-07T15:20:00,784.0499,785.4,783.5,784.525,25609
NFLX,2024-11-07,2024-11-07T15:25:00,784.515,785.5599,784.5,784.52,15221
NFLX,2024-11-07,2024-11-07T15:30:00,785.14,785.55,783.37,783.53,22951
NFLX,2024-11-07,2024-11-07T15:35:00,783.7723,785.49,783.16,785.12,24882
NFLX,2024-11-07,2024-11-07T15:40:00,784.7,785.89,784.295,785.465,16764
NFLX,2024-11-07,2024-11-07T15:45:00,785.53,787.12,785.2588,786.8478,19363
NFLX,2024-11-07,2024-11-07T15:50:00,787.2499,788.2,787.1826,787.81,42974
NFLX,2024-11-07,2024-11-07T15:55:00,787.635,788.3399,786.9101,786.9101,21275
NFLX,2024-11-07,2024-11-07T16:00:00,787,789,787,788.475,47827
NFLX,2024-11-07,2024-11-07T16:05:00,788.505,789.735,788.4,789.735,24749
NFLX,2024-11-07,2024-11-07T16:10:00,789.755,791.17,789.66,789.66,65884
NFLX,2024-11-07,2024-11-07T16:15:00,789.31,789.7,788.4,788.72,27411
NFLX,2024-11-07,2024-11-07T16:20:00,788.67,790.49,788.33,790.225,26349
NFLX,2024-11-07,2024-11-07T16:25:00,789.98,789.98,788.42,788.5995,17195
NFLX,2024-11-07,2024-11-07T16:30:00,788.61,790.23,788.43,789.395,23486
NFLX,2024-11-07,2024-11-07T16:35:00,789.1866,791.54,789.1101,790.975,24468
NFLX,2024-11-07,2024-11-07T16:40:00,790.985,791.4399,790.31,790.31,21792
NFLX,2024-11-07,2024-11-07T16:45:00,790.415,791.58,789.78,791.4,24200
NFLX,2024-11-07,2024-11-07T16:50:00,791.38,792.4299,791.1,791.515,28068
NFLX,2024-11-07,2024-11-07T16:55:00,791.6037,791.82,791.15,791.65,25523
NFLX,2024-11-07,2024-11-07T17:00:00,791.83,792.29,791.1101,792.14,20592
NFLX,2024-11-07,2024-11-07T17:05:00,791.97,791.97,791.1,791.32,22276
NFLX,2024-11-07,2024-11-07T17:10:00,791.1,791.9499,791.05,791.13,24697
