ticker,date,timestamp,open,high,low,close,volume
TSLA,2024-03-08,2024-03-08T09:00:00,179.48,179.98,179.02,179.6,27124
TSLA,2024-03-08,2024-03-08T09:05:00,179.6,179.6,179.41,179.6,13004
TSLA,2024-03-08,2024-03-08T09:10:00,179.61,179.87,179.59,179.8,12710
TSLA,2024-03-08,2024-03-08T09:15:00,179.78,179.94,179.7,179.92,11327
TSLA,2024-03-08,2024-03-08T09:20:00,179.95,179.95,179.79,179.85,11443
TSLA,2024-03-08,2024-03-08T09:25:00,179.85,179.93,179.73,179.75,14182
TSLA,2024-03-08,2024-03-08T09:30:00,179.58,179.75,179.46,179.75,8695
TSLA,2024-03-08,2024-03-08T09:35:00,179.89,180.3,179.85,180.29,18740
TSLA,2024-03-08,2024-03-08T09:40:00,180.3,180.46,180.24,180.46,13997
TSLA,2024-03-08,2024-03-08T09:45:00,180.42,180.44,180.28,180.35,6972
TSLA,2024-03-08,2024-03-08T09:50:00,180.28,180.35,180.28,180.35,3800
TSLA,2024-03-08,2024-03-08T09:55:00,180.33,180.33,180,180.1,10067
TSLA,2024-03-08,2024-03-08T10:00:00,180.14,180.29,180.14,180.23,5613
TSLA,2024-03-08,2024-03-08T10:05:00,180.27,180.3,180.23,180.29,8034
TSLA,2024-03-08,2024-03-08T10:10:00,180.31,180.32,180.25,180.3,2848
TSLA,2024-03-08,2024-03-08T10:15:00,180.19,180.2,180.11,180.11,6730
TSLA,2024-03-08,2024-03-08T10:20:00,180.15,180.15,179.84,179.84,7924
TSLA,2024-03-08,2024-03-08T10:25:00,179.8,179.9,179.77,179.9,7278
TSLA,2024-03-08,2024-03-08T10:30:00,179.93,179.95,179.91,179.95,4412
TSLA,2024-03-08,2024-03-08T10:35:00,179.93,179.93,179.93,179.93,931
TSLA,2024-03-08,2024-03-08T10:40:00,180,180.03,180,180.03,2287
TSLA,2024-03-08,2024-03-08T10:45:00,180.08,180.22,180.04,180.22,5794
TSLA,2024-03-08,2024-03-08T10:50:00,180.25,180.25,180.03,180.05,7268
TSLA,2024-03-08,2024-03-08T10:55:00,180.09,180.09,180.08,180.08,1286
TSLA,2024-03-08,2024-03-08T11:00:00,180.05,180.05,179.9,179.95,9122
TSLA,2024-03-08,2024-03-08T11:05:00,179.92,179.92,179.82,179.85,3499
TSLA,2024-03-08,2024-03-08T11:10:00,179.97,179.97,179.9,179.9,1873
TSLA,2024-03-08,2024-03-08T11:15:00,179.92,179.92,179.83,179.83,3741
TSLA,2024-03-08,2024-03-08T11:20:00,179.82,179.82,179.61,179.62,9791
TSLA,2024-03-08,2024-03-08T11:25:00,179.57,179.57,179.4,179.4,7782
TSLA,2024-03-08,2024-03-08T11:30:00,179.38,179.38,179.35,179.35,2172
TSLA,2024-03-08,2024-03-08T11:35:00,179.35,179.35,179.13,179.2,11798
TSLA,2024-03-08,2024-03-08T11:40:00,179.15,179.51,179.1,179.5,10493
TSLA,2024-03-08,2024-03-08T11:45:00,179.4,179.4,179.2,179.2,5937
TSLA,2024-03-08,2024-03-08T11:50:00,179.21,179.21,179.2,179.2,2783
TSLA,2024-03-08,2024-03-08T11:55:00,179.3,179.35,179.28,179.29,7852
TSLA,2024-03-08,2024-03-08T12:00:00,179.24,179.3,178.69,178.82,27276
TSLA,2024-03-08,2024-03-08T12:05:00,178.9,179,178.83,178.95,13767
TSLA,2024-03-08,2024-03-08T12:10:00,178.95,179.2,178.95,179.2,7322
TSLA,2024-03-08,2024-03-08T12:15:00,179.24,179.29,178.95,178.96,20025
TSLA,2024-03-08,2024-03-08T12:20:00,178.95,179.11,178.75,179.09,13637
TSLA,2024-03-08,2024-03-08T12:25:00,179.16,179.2,179.07,179.19,14882
TSLA,2024-03-08,2024-03-08T12:30:00,179.15,179.15,179,179,16262
TSLA,2024-03-08,2024-03-08T12:35:00,179,179.08,178.9,179.08,15362
TSLA,2024-03-08,2024-03-08T12:40:00,179.12,179.45,179.12,179.24,21471
TSLA,2024-03-08,2024-03-08T12:45:00,179.23,179.5,179.15,179.2,20433
TSLA,2024-03-08,2024-03-08T12:50:00,179.3,179.39,179.25,179.39,22886
TSLA,2024-03-08,2024-03-08T12:55:00,179.39,179.75,179.39,179.75,32307
TSLA,2024-03-08,2024-03-08T13:00:00,179.15,180.38,178.6597,179.33,239570
TSLA,2024-03-08,2024-03-08T13:05:00,179.61,180.35,179.15,180.1501,54442
TSLA,2024-03-08,2024-03-08T13:10:00,180.23,180.49,180.15,180.3035,50009
TSLA,2024-03-08,2024-03-08T13:15:00,180.4049,181.4198,180.25,181.0302,172513
TSLA,2024-03-08,2024-03-08T13:20:00,181.05,181.87,181,181.8499,114537
TSLA,2024-03-08,2024-03-08T13:25:00,181.83,182.16,181.5,181.9,144397
TSLA,2024-03-08,2024-03-08T13:30:00,181.79,183.81,180.83,182.17,339688
TSLA,2024-03-08,2024-03-08T13:35:00,182.15,182.97,181.7,182.5,203941
TSLA,2024-03-08,2024-03-08T13:40:00,182.4012,182.5,181.72,181.851,126648
TSLA,2024-03-08,2024-03-08T13:45:00,181.85,182.47,181.4,181.75,126499
TSLA,2024-03-08,2024-03-08T13:50:00,181.8,182.4,181.8,182.3,87762
TSLA,2024-03-08,2024-03-08T13:55:00,182.32,182.3393,181.8788,182.2,51198
TSLA,2024-03-08,2024-03-08T14:00:00,182.1385,182.4341,182.01,182.12,47390
TSLA,2024-03-08,2024-03-08T14:05:00,182.125,182.18,181.36,181.6112,86284
TSLA,2024-03-08,2024-03-08T14:10:00,181.7,181.9799,181.5148,181.57,53346
TSLA,2024-03-08,2024-03-08T14:15:00,181.5702,181.75,181.26,181.7,81682
TSLA,2024-03-08,2024-03-08T14:20:00,181.7,182.14,181.65,181.97,91907
TSLA,2024-03-08,2024-03-08T14:25:00,181.97,182,181.4044,181.5,106429
TSLA,2024-03-08,2024-03-08T14:30:00,181.5,182.73,180.05,180.37,3627642.0
TSLA,2024-03-08,2024-03-08T14:35:00,180.39,180.94,179.21,179.3758,2294186.0
TSLA,2024-03-08,2024-03-08T14:40:00,179.4,180.87,179.4,180.806,2292144.0
TSLA,2024-03-08,2024-03-08T14:45:00,180.79,181.14,179.99,180.1,1860271.0
TSLA,2024-03-08,2024-03-08T14:50:00,180.1099,180.9599,179.9,180.12,1678499.0
TSLA,2024-03-08,2024-03-08T14:55:00,180.0901,180.46,179.61,180.2027,1627307.0
TSLA,2024-03-08,2024-03-08T15:00:00,180.2,180.3804,179.23,179.4304,1643053.0
TSLA,2024-03-08,2024-03-08T15:05:00,179.48,179.5799,178.38,178.705,1913126.0
