ticker,date,timestamp,open,high,low,close,volume,market
AMC,2025-02-26,2025-02-26T00:00:00,295.32,296.3,294.35,294.91,47659,NYSE
AMC,2025-02-26,2025-02-26T00:00:05,295.24,296.59,294.99,295.71,30847,NYSE
AMC,2025-02-26,2025-02-26T00:00:10,295.51,295.97,294.92,295.68,31270,NYSE
AMC,2025-02-26,2025-02-26T00:00:15,295.45,296.53,295.27,296.12,39155,NYSE
AMC,2025-02-26,2025-02-26T00:00:20,294.92,295.84,293.61,294.51,1011,NYSE
AMC,2025-02-26,2025-02-26T00:00:25,293.41,293.75,292.87,292.92,18961,NYSE
AMC,2025-02-26,2025-02-26T00:00:30,293.89,294.86,293.0,293.45,43231,NYSE
AMC,2025-02-26,2025-02-26T00:00:35,293.59,294.31,292.79,293.96,6790,NYSE
AMC,2025-02-26,2025-02-26T00:00:40,293.44,293.96,292.37,293.69,48215,NYSE
AMC,2025-02-26,2025-02-26T00:00:45,293.53,293.72,293.3,293.37,4891,NYSE
AMC,2025-02-26,2025-02-26T00:00:50,293.35,293.72,292.16,293.11,1835,NYSE
AMC,2025-02-26,2025-02-26T00:00:55,293.07,293.55,292.63,293.5,41721,NYSE
AMC,2025-02-26,2025-02-26T00:01:00,293.27,293.43,292.81,292.89,44344,NYSE
AMC,2025-02-26,2025-02-26T00:01:05,293.35,293.67,291.91,293.12,1020,NYSE
AMC,2025-02-26,2025-02-26T00:01:10,292.14,292.61,291.42,292.49,14958,NYSE
AMC,2025-02-26,2025-02-26T00:01:15,292.75,294.17,292.22,292.24,5842,NYSE
AMC,2025-02-26,2025-02-26T00:01:20,292.86,293.73,292.2,293.29,25581,NYSE
AMC,2025-02-26,2025-02-26T00:01:25,294.48,294.75,293.01,294.25,22457,NYSE
AMC,2025-02-26,2025-02-26T00:01:30,293.25,294.0,291.9,293.18,25637,NYSE
AMC,2025-02-26,2025-02-26T00:01:35,291.77,292.76,291.25,292.29,27534,NYSE
AMC,2025-02-26,2025-02-26T00:01:40,292.78,292.89,291.62,291.85,6335,NYSE
AMC,2025-02-26,2025-02-26T00:01:45,293.23,293.46,292.09,292.37,12978,NYSE
AMC,2025-02-26,2025-02-26T00:01:50,293.07,293.3,292.07,292.29,13416,NYSE
AMC,2025-02-26,2025-02-26T00:01:55,293.67,294.93,293.12,294.62,19026,NYSE
AMC,2025-02-26,2025-02-26T00:02:00,295.38,296.28,295.08,296.13,19923,NYSE
AMC,2025-02-26,2025-02-26T00:02:05,296.43,297.33,295.27,297.09,4459,NYSE
